iter	Logloss
598	0.4152162461
599	0.415188853
600	0.4151436462
601	0.4151043516
602	0.4150567096
603	0.4150135252
604	0.4149725652
605	0.4149280826
606	0.4148776795
607	0.4148338127
608	0.414778172
609	0.414739193
610	0.4146877687
611	0.4146427271
612	0.4145914984
613	0.4145309969
614	0.4144999957
615	0.414464538
616	0.4144172497
617	0.4143686146
618	0.4143311232
619	0.4142902218
620	0.4142451784
621	0.4142142367
622	0.4141659736
623	0.4141253103
624	0.4140833048
625	0.4140191014
626	0.4140163996
627	0.4139618014
628	0.4139220645
629	0.4138782689
630	0.4138270584
631	0.4137763442
632	0.4137436976
633	0.4137054143
634	0.4136578833
635	0.4136116246
636	0.4135770084
637	0.4135309654
638	0.4135019184
639	0.4134552739
640	0.4133847315
641	0.4133346165
642	0.4133135984
643	0.4132577326
644	0.4132090462
645	0.4131762939
646	0.4131106622
647	0.4130694169
648	0.413028489
649	0.4129758201
650	0.412939001
651	0.4128952207
652	0.4128278695
653	0.4127755789
654	0.4127350671
655	0.4126879783
656	0.4126177614
657	0.4125851822
658	0.4125449197
659	0.4125165432
660	0.4124693181
661	0.4124290832
662	0.4123906686
663	0.4123559765
664	0.4123083287
665	0.4122631113
666	0.4122321739
667	0.4121698319
668	0.4121257814
669	0.4120984849
670	0.4120592109
671	0.4120162993
672	0.4119922204
673	0.4119494726
674	0.4119090567
675	0.4118731209
676	0.4118577592
677	0.4118179732
678	0.4117799876
679	0.4117373711
680	0.4116889605
681	0.4116290004
682	0.4115677237
683	0.4115398139
684	0.4115081778
685	0.4114710127
686	0.4114361678
687	0.4113876437
688	0.4113862525
689	0.4113462705
690	0.411292903
691	0.4112353106
692	0.4112162779
693	0.4111809735
694	0.4111421712
695	0.4110817562
696	0.4110378079
697	0.4109853289
698	0.4109617162
699	0.4109091558
700	0.4108662397
701	0.4108317521
702	0.4107880546
703	0.41074694
704	0.4106791076
705	0.4106370704
706	0.4105657456
707	0.4105258232
708	0.4104710302
709	0.4104328471
710	0.4103685281
711	0.4103202182
712	0.4102952819
713	0.4102386951
714	0.4101864032
715	0.410138409
716	0.4100975338
717	0.4100510747
718	0.4100103418
719	0.409974527
720	0.4099293364
721	0.409889168
722	0.4098397815
723	0.409797437
724	0.4097705164
725	0.4097331539
726	0.4097313526
727	0.4096870593
728	0.4096368397
729	0.4096144609
730	0.4095701492
731	0.409506355
732	0.4094686022
733	0.4094144342
734	0.4093736888
735	0.4093443821
736	0.4093059037
737	0.4092615445
738	0.4092138469
739	0.4091754718
740	0.4091409258
741	0.409088437
742	0.4090685479
743	0.4090419656
744	0.408997588
745	0.4089654495
746	0.4089181246
747	0.4088652698
748	0.4088307694
749	0.4087958491
750	0.4087602835
751	0.4087189918
752	0.408659203
753	0.408622093
754	0.4085611106
755	0.4085286539
756	0.4084802721
757	0.4084334396
758	0.4083952308
759	0.4083479677
760	0.4083099388
761	0.4082652205
762	0.408238384
763	0.4082036463
764	0.4081709428
765	0.4081371109
766	0.4081054161
767	0.4080606201
768	0.4080252617
769	0.4080072158
770	0.4079728133
771	0.407933728
772	0.4078760806
773	0.4078421064
774	0.407803902
775	0.4077700571
776	0.4077126048
777	0.4076607308
778	0.4076238855
779	0.4075743298
780	0.4075318934
781	0.4074844433
782	0.4074326747
783	0.4073908781
784	0.4073408644
785	0.4072965675
786	0.4072614222
787	0.4072183501
788	0.4071648149
789	0.4071180487
790	0.4070858054
791	0.4070363027
792	0.4069895654
793	0.4069340125
794	0.4069038742
795	0.406849136
796	0.4068030386
797	0.4067566136
798	0.4067127481
799	0.4066603259
800	0.4066243741
801	0.4066230174
802	0.4065852674
803	0.406539452
804	0.4065047989
805	0.406460549
806	0.4064138136
807	0.4063747283
808	0.4063312598
809	0.4062964726
810	0.4062604887
811	0.4062179362
812	0.4061698309
813	0.4061681446
814	0.4061377379
815	0.406102316
816	0.4060559322
817	0.4060312088
818	0.4059715331
819	0.4059301407
820	0.4058839928
821	0.4058269453
822	0.4057938791
823	0.4057415581
824	0.405691599
825	0.4056519078
826	0.4056108399
827	0.4055730191
828	0.4055450489
829	0.4054994518
830	0.4054433073
831	0.4054116727
832	0.4053703046
833	0.4053217947
834	0.4052775498
835	0.4052394314
836	0.4052113068
837	0.4051597622
838	0.4051038552
839	0.405059377
840	0.4050211005
841	0.4049645202
842	0.4049237796
843	0.4048811886
844	0.4048371038
845	0.4048031796
846	0.4047694664
847	0.404729239
848	0.40469601
849	0.4046631381
850	0.4046414478
851	0.4045986168
852	0.404542908
853	0.4044901043
854	0.4044647127
855	0.4044322426
856	0.4043985399
857	0.4043525051
858	0.4043068762
859	0.4042646085
860	0.4042081003
861	0.4041591064
862	0.4041225177
863	0.4040880644
864	0.4040458034
865	0.4040133962
866	0.4039724328
867	0.4039267062
868	0.403922123
869	0.4038824229
870	0.4038189208
871	0.4037770899
872	0.4037443053
873	0.4036947885
874	0.4036645136
875	0.4036191742
876	0.4035953696
877	0.4035473015
878	0.403497617
879	0.4034624943
880	0.4034108835
881	0.4033701021
882	0.4033282612
883	0.4033003699
884	0.4032675812
885	0.403238049
886	0.4031860094
887	0.4031489089
888	0.4030931937
889	0.4030655122
890	0.4030362692
891	0.4029811836
892	0.4029377268
893	0.4029141636
894	0.4028829076
895	0.4028535969
896	0.4027814038
897	0.4027436663
898	0.4027034311
899	0.4026615419
900	0.4026227951
901	0.40257908
902	0.4025478992
903	0.4025051349
904	0.402444817
905	0.4023986008
906	0.4023561389
907	0.4023155818
908	0.4022717075
909	0.402228781
910	0.4022066646
911	0.4021572805
912	0.4021356619
913	0.4021041704
914	0.4020544244
915	0.4020151669
916	0.4019540472
917	0.4019229093
918	0.4018876744
919	0.401833639
920	0.401797531
921	0.4017613908
922	0.401751381
923	0.4017017412
924	0.4016627846
925	0.4016250097
926	0.4015738608
927	0.4015302849
928	0.4014912698
929	0.4014679332
930	0.4014289336
931	0.4013997793
932	0.4013645054
933	0.4013329414
934	0.4012927779
935	0.4012743251
936	0.4012168028
937	0.4011815651
938	0.4011409129
939	0.4010982577
940	0.4010673458
941	0.4010381879
942	0.4010036337
943	0.4009619494
944	0.400914313
945	0.4008829348
946	0.4008525394
947	0.4008102685
948	0.4007594778
949	0.4007389785
950	0.4006852648
951	0.4006529427
952	0.4006201057
953	0.4005954239
954	0.4005465449
955	0.4005109074
956	0.400460778
957	0.4004160123
958	0.4003735016
959	0.4003304009
960	0.4002987325
961	0.4002487705
962	0.4002236471
963	0.4001774491
964	0.4001684574
965	0.4001289658
966	0.4000818285
967	0.4000732474
968	0.4000476402
969	0.3999973205
970	0.3999454896
971	0.3999028091
972	0.3998603478
973	0.3998177901
974	0.3997744805
975	0.3997377141
976	0.3997362769
977	0.3996949293
978	0.3996915806
979	0.3996608098
980	0.3996059931
981	0.3995652623
982	0.3995451783
983	0.3995110303
984	0.3994693434
985	0.3994377294
986	0.3993983951
987	0.3993787881
988	0.3993319724
989	0.3992952759
990	0.3992482155
991	0.3992186819
992	0.3991906252
993	0.3991359669
994	0.3991132092
995	0.3990615336
996	0.3990186967
997	0.3989875912
998	0.3989471904
999	0.3989100833
