iter	Passed	Remaining
401	11840	17613
402	11868	17582
403	11899	17554
404	11926	17521
405	11953	17487
406	11985	17463
407	12013	17430
408	12043	17403
409	12069	17369
410	12096	17336
411	12125	17305
412	12153	17273
413	12181	17243
414	12207	17208
415	12238	17181
416	12266	17149
417	12294	17117
418	12322	17087
419	12350	17055
420	12378	17024
421	12405	16991
422	12432	16958
423	12459	16925
424	12485	16892
425	12512	16859
426	12538	16825
427	12564	16791
428	12592	16760
429	12620	16728
430	12649	16699
431	12676	16667
432	12707	16640
433	12736	16609
434	12764	16578
435	12791	16547
436	12822	16519
437	12850	16488
438	12877	16456
439	12902	16421
440	12930	16390
441	12958	16358
442	12986	16328
443	13014	16298
444	13045	16269
445	13071	16237
446	13098	16205
447	13127	16174
448	13156	16145
449	13182	16112
450	13210	16081
451	13239	16051
452	13265	16018
453	13294	15988
454	13319	15954
455	13346	15921
456	13372	15889
457	13397	15854
458	13426	15824
459	13452	15792
460	13481	15762
461	13509	15731
462	13536	15699
463	13562	15667
464	13591	15637
465	13618	15605
466	13646	15574
467	13673	15543
468	13700	15511
469	13726	15479
470	13756	15449
471	13796	15433
472	13832	15411
473	13890	15414
474	14009	15484
475	14041	15457
476	14074	15432
477	14104	15402
478	14136	15375
479	14170	15351
480	14204	15326
481	14241	15305
482	14276	15281
483	14311	15257
484	14343	15231
485	14379	15207
486	14408	15178
487	14439	15149
488	14471	15122
489	14502	15093
490	14532	15065
491	14561	15035
492	14590	15004
493	14620	14975
494	14647	14943
495	14676	14913
496	14704	14882
497	14732	14850
498	14761	14820
499	14787	14787
500	14815	14756
501	14842	14724
502	14869	14692
503	14895	14658
504	14922	14626
505	14950	14595
506	14978	14564
507	15005	14532
508	15033	14501
509	15062	14471
510	15090	14440
511	15120	14411
512	15149	14381
513	15180	14353
514	15209	14323
515	15241	14295
516	15269	14265
517	15298	14235
518	15328	14206
519	15356	14175
520	15385	14145
521	15415	14116
522	15456	14097
523	15494	14075
524	15529	14050
525	15560	14022
526	15595	13997
527	15631	13973
528	15658	13941
529	15684	13909
530	15711	13876
531	15740	13847
532	15770	13817
533	15802	13789
534	15832	13761
535	15860	13729
536	15887	13698
537	15914	13666
538	15943	13636
539	15971	13605
540	16000	13574
541	16029	13545
542	16057	13514
543	16084	13483
544	16113	13452
545	16144	13423
546	16171	13392
547	16199	13361
548	16227	13330
549	16254	13299
550	16283	13269
551	16312	13238
552	16340	13208
553	16368	13177
554	16398	13148
555	16428	13118
556	16454	13086
557	16481	13054
558	16509	13024
559	16536	12993
560	16563	12961
561	16591	12930
562	16616	12897
563	16641	12865
564	16669	12834
565	16699	12805
566	16739	12783
567	16777	12760
568	16808	12731
569	16846	12708
570	16883	12684
571	16917	12658
572	16951	12632
573	16985	12605
574	17014	12576
575	17043	12545
576	17072	12516
577	17101	12486
578	17127	12453
579	17152	12420
580	17179	12389
581	17207	12358
582	17234	12327
583	17263	12297
584	17291	12266
585	17318	12235
586	17347	12205
587	17377	12176
588	17410	12148
589	17441	12120
590	17475	12093
591	17508	12066
592	17538	12037
593	17568	12008
594	17602	11981
595	17632	11952
596	17662	11922
597	17691	11893
598	17721	11863
599	17754	11836
600	17780	11804
601	17812	11776
602	17840	11745
603	17870	11716
604	17899	11686
605	17928	11656
606	17958	11627
607	17988	11598
608	18022	11570
609	18054	11542
610	18089	11516
611	18119	11487
612	18148	11457
613	18176	11427
614	18210	11399
615	18248	11375
616	18283	11349
617	18317	11322
618	18349	11294
619	18382	11266
620	18415	11239
621	18447	11210
622	18480	11183
623	18518	11158
624	18555	11133
625	18594	11109
626	18634	11085
627	18673	11061
628	18705	11032
629	18735	11003
630	18763	10972
631	18789	10940
632	18818	10910
633	18845	10879
634	18872	10847
635	18897	10815
636	18922	10783
637	18947	10750
638	18974	10719
639	19005	10690
640	19032	10659
641	19059	10628
642	19090	10599
643	19116	10567
644	19144	10536
645	19172	10506
646	19200	10475
647	19230	10446
648	19258	10415
649	19286	10385
650	19315	10354
651	19343	10324
652	19371	10293
653	19398	10262
654	19425	10231
655	19454	10201
656	19479	10169
657	19509	10140
658	19538	10110
659	19567	10080
660	19597	10050
661	19627	10021
662	19658	9992
663	19688	9962
664	19716	9932
665	19741	9900
666	19766	9868
667	19793	9837
668	19822	9807
669	19851	9777
670	19879	9747
671	19905	9715
672	19932	9685
673	19960	9654
674	19990	9624
675	20020	9595
676	20046	9564
677	20075	9534
678	20103	9504
679	20137	9476
680	20172	9449
681	20202	9419
682	20230	9389
683	20256	9358
684	20287	9329
685	20315	9299
686	20345	9269
687	20373	9239
688	20405	9210
689	20436	9181
690	20467	9152
691	20499	9123
692	20529	9094
693	20556	9063
694	20587	9034
695	20618	9005
696	20647	8976
697	20680	8947
698	20710	8918
699	20736	8887
700	20767	8858
701	20797	8828
702	20827	8799
703	20857	8769
704	20891	8741
705	20923	8713
706	20955	8684
707	20987	8655
708	21020	8627
709	21051	8598
710	21081	8568
711	21113	8540
712	21145	8511
713	21178	8483
714	21220	8458
715	21253	8430
716	21288	8402
717	21321	8374
718	21354	8345
719	21388	8317
720	21425	8290
721	21463	8264
722	21506	8239
723	21544	8213
724	21576	8184
725	21610	8156
726	21646	8128
727	21680	8100
728	21739	8081
729	21838	8077
730	21885	8053
731	21938	8032
732	21979	8006
733	22019	7979
734	22056	7952
735	22089	7923
736	22121	7894
737	22151	7863
738	22181	7834
739	22211	7803
740	22243	7774
741	22274	7745
742	22305	7715
743	22335	7685
744	22365	7655
745	22401	7627
746	22433	7598
747	22465	7568
748	22496	7538
749	22528	7509
750	22560	7480
751	22589	7449
752	22618	7419
753	22647	7389
754	22675	7358
755	22703	7327
756	22736	7298
757	22768	7269
758	22800	7239
759	22831	7209
760	22863	7180
761	22895	7151
762	22925	7121
763	22956	7091
764	22986	7061
765	23015	7030
766	23047	7001
767	23079	6972
768	23109	6941
769	23139	6911
770	23172	6882
771	23202	6852
772	23232	6822
773	23261	6792
774	23293	6762
775	23323	6732
776	23355	6703
777	23387	6673
778	23417	6643
779	23445	6612
780	23475	6582
781	23502	6551
782	23530	6521
783	23558	6490
784	23587	6460
785	23623	6431
786	23651	6401
787	23682	6371
788	23710	6340
789	23739	6310
790	23767	6279
791	23794	6249
792	23823	6218
793	23849	6187
794	23873	6156
795	23902	6125
796	23931	6095
797	23958	6064
798	23986	6034
799	24014	6003
800	24041	5972
801	24067	5941
802	24093	5910
803	24122	5880
804	24150	5850
805	24178	5819
806	24206	5789
807	24235	5758
808	24261	5728
809	24289	5697
810	24315	5666
811	24341	5635
812	24366	5604
813	24390	5573
814	24420	5543
815	24446	5512
816	24473	5481
817	24500	5451
818	24528	5420
819	24555	5390
820	24583	5359
821	24611	5329
822	24640	5299
823	24670	5269
824	24701	5239
825	24730	5209
826	24759	5179
827	24787	5149
828	24816	5119
829	24849	5089
830	24878	5059
831	24906	5029
832	24932	4998
833	24960	4968
834	24988	4937
835	25018	4907
836	25046	4877
837	25073	4847
838	25102	4817
839	25131	4786
840	25158	4756
841	25185	4725
842	25210	4695
843	25234	4664
844	25260	4633
845	25287	4603
846	25314	4572
847	25339	4541
848	25366	4511
849	25394	4481
850	25421	4450
851	25476	4425
852	25508	4396
853	25538	4366
854	25568	4336
855	25596	4305
856	25625	4275
857	25655	4246
858	25684	4216
859	25714	4186
860	25745	4156
861	25778	4126
862	25809	4097
863	25839	4067
864	25867	4037
865	25894	4006
866	25923	3976
867	25951	3946
868	25981	3916
869	26011	3886
870	26040	3856
871	26070	3826
872	26099	3796
873	26129	3766
874	26162	3737
875	26200	3708
876	26235	3679
877	26267	3649
878	26299	3620
879	26328	3590
880	26359	3560
881	26390	3530
882	26420	3500
883	26452	3471
884	26485	3441
885	26514	3411
886	26542	3381
887	26571	3351
888	26603	3321
889	26634	3291
890	26665	3262
891	26696	3232
892	26728	3202
893	26759	3172
894	26787	3142
895	26818	3112
896	26850	3083
897	26883	3053
898	26917	3024
899	26950	2994
900	26982	2964
901	27018	2935
902	27053	2906
903	27088	2876
904	27123	2847
905	27157	2817
906	27188	2787
907	27220	2758
908	27252	2728
909	27285	2698
910	27321	2669
911	27355	2639
912	27387	2609
913	27421	2580
914	27454	2550
915	27487	2520
916	27519	2490
917	27552	2461
918	27585	2431
919	27616	2401
920	27650	2371
921	27681	2341
922	27714	2312
923	27743	2281
924	27775	2252
925	27807	2222
926	27838	2192
927	27867	2162
928	27896	2132
929	27925	2101
930	27955	2071
931	27983	2041
932	28012	2011
933	28040	1981
934	28066	1951
935	28095	1921
936	28126	1891
937	28150	1860
938	28176	1830
939	28203	1800
940	28230	1770
941	28259	1739
942	28285	1709
943	28312	1679
944	28339	1649
945	28366	1619
946	28393	1589
947	28421	1558
948	28447	1528
949	28474	1498
950	28502	1468
951	28529	1438
952	28553	1408
953	28579	1378
954	28606	1347
955	28631	1317
956	28658	1287
957	28684	1257
958	28708	1227
959	28734	1197
960	28761	1167
961	28788	1137
962	28814	1107
963	28841	1077
964	28867	1047
965	28896	1017
966	28922	987
967	28955	957
968	28987	927
969	29019	897
970	29050	867
971	29082	837
972	29111	807
973	29141	777
974	29170	747
975	29197	717
976	29225	688
977	29255	658
978	29285	628
979	29313	598
980	29341	568
981	29368	538
982	29398	508
983	29427	478
984	29455	448
985	29486	418
986	29514	388
987	29540	358
988	29570	328
989	29601	299
990	29631	269
991	29661	239
992	29689	209
993	29723	179
994	29753	149
995	29779	119
996	29807	89
997	29836	59
998	29865	29
999	29895	0
