iter	Logloss
421	0.4239576016
422	0.4238865208
423	0.4238120523
424	0.4237745903
425	0.4237112936
426	0.4236680935
427	0.4236069001
428	0.4235603031
429	0.4235290454
430	0.4234849771
431	0.423434724
432	0.4233856139
433	0.4233251801
434	0.4232587576
435	0.4231917796
436	0.4231514324
437	0.4230903931
438	0.4230391709
439	0.4229884559
440	0.4229473744
441	0.4229080299
442	0.4228401145
443	0.4227935907
444	0.4227440035
445	0.4227190337
446	0.4226775385
447	0.4226152876
448	0.4225698359
449	0.4225224425
450	0.4224723227
451	0.4224033277
452	0.4223982072
453	0.4223445923
454	0.4223129154
455	0.4222559309
456	0.4221862877
457	0.4221697351
458	0.4221184891
459	0.4220708581
460	0.4220233916
461	0.4219726387
462	0.4219298347
463	0.4218841587
464	0.4218372311
465	0.4217936854
466	0.4217472949
467	0.4216844667
468	0.421638375
469	0.42161985
470	0.4215881352
471	0.4215217601
472	0.4214775976
473	0.421420059
474	0.4213730016
475	0.4213235901
476	0.4213085749
477	0.4212655983
478	0.421224972
479	0.4211836123
480	0.4211332193
481	0.4210950417
482	0.4210557768
483	0.4210138889
484	0.4209741034
485	0.4209298008
486	0.420880642
487	0.4208463677
488	0.4207876111
489	0.4207241512
490	0.4206764912
491	0.4206297985
492	0.4205905236
493	0.4205490908
494	0.4205122035
495	0.4204534586
496	0.4204070198
497	0.4203441369
498	0.4202994786
499	0.4202963281
500	0.4202506093
501	0.4201919041
502	0.4201611277
503	0.4201273608
504	0.4200946542
505	0.4200553578
506	0.4200058097
507	0.4199919914
508	0.4199370583
509	0.4199006213
510	0.4198709996
511	0.4198299302
512	0.4198048286
513	0.4197701661
514	0.4197583605
515	0.4197212863
516	0.4196863827
517	0.4196473864
518	0.4195950135
519	0.419545647
520	0.4195001651
521	0.41945531
522	0.4194024265
523	0.4193494346
524	0.4193077357
525	0.4192749003
526	0.4192349857
527	0.4191784127
528	0.4191356227
529	0.4191014664
530	0.4190616285
531	0.4190051714
532	0.4189351679
533	0.4189032288
534	0.4188519452
535	0.4187996918
536	0.4187588657
537	0.4187008552
538	0.4186607239
539	0.4186253103
540	0.4185717862
541	0.4185176798
542	0.4184589641
543	0.4184036333
544	0.4183675254
545	0.4183221972
546	0.4182848238
547	0.4182347805
548	0.4181603575
549	0.4181153767
550	0.4180611086
551	0.4180276792
552	0.4179841296
553	0.4179470335
554	0.4179060854
555	0.4178558277
556	0.4178116208
557	0.4177716519
558	0.4177356935
559	0.4176968101
560	0.4176559922
561	0.4175977155
562	0.4175502509
563	0.4175089001
564	0.4174502236
565	0.4174000732
566	0.4173779415
567	0.4173226789
568	0.4172874972
569	0.4172404658
570	0.4171991386
571	0.417151932
572	0.417120753
573	0.4170798218
574	0.4170236225
575	0.4169612806
576	0.4168981668
577	0.416850848
578	0.4168154842
579	0.4167778045
580	0.4167320227
581	0.4166886826
582	0.4166569091
583	0.4166092769
584	0.4165701785
585	0.4165362515
586	0.4164910799
587	0.4164640741
588	0.4164270051
589	0.4163886559
590	0.4163611899
591	0.4163172875
592	0.4162667501
593	0.4162038152
594	0.416162612
595	0.4161045397
596	0.4160747042
597	0.4160331274
598	0.4159698409
599	0.415925498
600	0.4158914074
601	0.4158486988
602	0.4157970124
603	0.4157521129
604	0.4156968881
605	0.4156431694
606	0.4156000942
607	0.4155517828
608	0.4155105248
609	0.415458853
610	0.4154247434
611	0.4153922006
612	0.4153603416
613	0.415339553
614	0.4153068721
615	0.4152745943
616	0.4152237471
617	0.4151788771
618	0.4151417323
619	0.4150854882
620	0.4150230694
621	0.4149896625
622	0.4149456122
623	0.4149070013
624	0.4148701546
625	0.4148278705
626	0.4147725055
627	0.4147362178
628	0.4147054031
629	0.4146696829
630	0.414645085
631	0.4146080135
632	0.4145595575
633	0.4145268629
634	0.414480965
635	0.4144576335
636	0.4144221473
637	0.4143635521
638	0.4143058613
639	0.4142652649
640	0.414233788
641	0.4141959971
642	0.4141377294
643	0.4141067187
644	0.4140608491
645	0.4140082964
646	0.4139696689
647	0.4139119337
648	0.4138721276
649	0.413800809
650	0.41376313
651	0.4136975121
652	0.4136418529
653	0.4136063846
654	0.4135471036
655	0.4135052115
656	0.413503617
657	0.4134458294
658	0.4133915777
659	0.4133568924
660	0.4133053489
661	0.4132499602
662	0.4131955732
663	0.4131627121
664	0.4131107268
665	0.4130599706
666	0.4130199082
667	0.4129610742
668	0.4129099448
669	0.4128461009
670	0.4128290987
671	0.4127867273
672	0.4127445724
673	0.412689453
674	0.4126642766
675	0.4126271492
676	0.4125819181
677	0.4125460864
678	0.4125118518
679	0.4124707672
680	0.4124272466
681	0.412368846
682	0.4123356486
683	0.4122870147
684	0.4122484127
685	0.4122236074
686	0.4121722241
687	0.4121375612
688	0.4120969639
689	0.4120608904
690	0.4120143558
691	0.4119694794
692	0.4119183795
693	0.411881702
694	0.4118234014
695	0.4117710182
696	0.4117280177
697	0.4116897098
698	0.4116478971
699	0.4116137665
700	0.4115708851
701	0.4115455848
702	0.4115111039
703	0.4114499545
704	0.4114122939
705	0.4113821012
706	0.4113355653
707	0.4112996137
708	0.4112564779
709	0.4112235378
710	0.4111756771
711	0.4111394464
712	0.4111133205
713	0.4110611023
714	0.4110136444
715	0.4109661323
716	0.41091353
717	0.4108609489
718	0.4108104538
719	0.410776193
720	0.4107251768
721	0.4106653623
722	0.4106032892
723	0.4105463888
724	0.4105157177
725	0.4105139317
726	0.4104800527
727	0.410430744
728	0.4104291727
729	0.4103837208
730	0.4103513957
731	0.4103139624
732	0.4102605886
733	0.4102306623
734	0.4101961684
735	0.4101424454
736	0.410101704
737	0.4100999142
738	0.4100517032
739	0.41000972
740	0.4099617108
741	0.4099342203
742	0.4098864601
743	0.4098460605
744	0.4098054331
745	0.4097523232
746	0.409721492
747	0.4096821018
748	0.4096243421
749	0.4095850806
750	0.4095521443
751	0.4095098512
752	0.4094791222
753	0.409437086
754	0.4093976983
755	0.4093572705
756	0.4093302824
757	0.4092870493
758	0.4092443753
759	0.4092069907
760	0.4091636884
761	0.4091155204
762	0.4090822767
763	0.409032297
764	0.4090263489
765	0.4090106812
766	0.4089468833
767	0.4089070195
768	0.4088572415
769	0.408820039
770	0.4087757776
771	0.4086944207
772	0.408650364
773	0.408616601
774	0.4085696852
775	0.4085610118
776	0.4085072705
777	0.4084716184
778	0.4084259904
779	0.4084244344
780	0.408375364
781	0.40833476
782	0.4082796917
783	0.408255596
784	0.4082181788
785	0.4081778911
786	0.4081450458
787	0.4081050435
788	0.408065058
789	0.4080294963
790	0.4079910449
791	0.4079474462
792	0.407899974
793	0.407858595
794	0.4078305822
795	0.4077829689
796	0.4077496541
797	0.4076885507
798	0.4076366529
799	0.407608581
800	0.4075636831
801	0.4075335197
802	0.4074735975
803	0.407436486
804	0.4073843806
805	0.407343329
806	0.4073013176
807	0.4072535487
808	0.4072044322
809	0.4071579426
810	0.4071209971
811	0.4070793655
812	0.4070773494
813	0.4070553806
814	0.40701863
815	0.4069911719
816	0.4069543963
817	0.4069243818
818	0.4068767735
819	0.4068178665
820	0.4067755919
821	0.4067515089
822	0.4067112299
823	0.4066837526
824	0.4066456642
825	0.4066262482
826	0.4065811064
827	0.4065424842
828	0.4064934905
829	0.4064425712
830	0.406396834
831	0.4063647537
832	0.4063437923
833	0.4062994428
834	0.4062468888
835	0.4061809981
836	0.4061457065
837	0.4061091345
838	0.4060404443
839	0.4060097065
840	0.4059695886
841	0.4059324904
842	0.4058992772
843	0.4058569185
844	0.4058118396
845	0.4057714365
846	0.4057221546
847	0.4057074386
848	0.4056639478
849	0.4056143816
850	0.4055770854
851	0.4055388664
852	0.4055027186
853	0.4054668855
854	0.405426935
855	0.4053889355
856	0.4053490814
857	0.4052993708
858	0.4052657464
859	0.4052266254
860	0.4051863791
861	0.4051501024
862	0.4051110405
863	0.4050587592
864	0.4050260017
865	0.4049910563
866	0.4049621068
867	0.4049088167
868	0.4048640981
869	0.4048316059
870	0.4047961986
871	0.4047723609
872	0.4047506365
873	0.4047271355
874	0.4046982446
875	0.4046473608
876	0.4046182842
877	0.4045968752
878	0.4045590728
879	0.4045253889
880	0.4044912425
881	0.4044676892
882	0.404423108
883	0.4043743798
884	0.4043378512
885	0.4043021332
886	0.4042855765
887	0.4042513965
888	0.4042055572
889	0.4041695608
890	0.4041162418
891	0.4040589372
892	0.4040056815
893	0.4039482281
894	0.4039195824
895	0.4038721062
896	0.4038355328
897	0.4037874089
898	0.4037691374
899	0.4037641293
900	0.4037140089
901	0.4036619349
902	0.4036233747
903	0.4035909789
904	0.4035415892
905	0.4035074292
906	0.4034787803
907	0.4034351521
908	0.4034070454
909	0.4034051946
910	0.4033603677
911	0.4033318547
912	0.4033199123
913	0.4032709086
914	0.4032452814
915	0.4032016318
916	0.4031652633
917	0.4031381399
918	0.4030828871
919	0.4030573986
920	0.4030118464
921	0.4029869874
922	0.4029528891
923	0.4029268443
924	0.402890674
925	0.4028582186
926	0.402817932
927	0.4027773661
928	0.4027330504
929	0.4026954115
930	0.4026590329
931	0.4026269561
932	0.4026020672
933	0.402550937
934	0.402549768
935	0.4025058041
936	0.4024694229
937	0.402459419
938	0.4024113835
939	0.4023646375
940	0.4023275939
941	0.402286742
942	0.4022342631
943	0.4021919373
944	0.4021656697
945	0.4021365371
946	0.4021089487
947	0.4020769992
948	0.4020338406
949	0.4019863207
950	0.4019430999
951	0.4018997121
952	0.4018568098
953	0.4018152847
954	0.4017675772
955	0.4017184161
956	0.4016776068
957	0.4016371164
958	0.4016357597
959	0.4015942099
960	0.4015628265
961	0.4015097746
962	0.4014659362
963	0.4014311283
964	0.4014128946
965	0.4013537432
966	0.4013261519
967	0.4012846422
968	0.4012534671
969	0.4012048963
970	0.4011815337
971	0.4011426828
972	0.4010897195
973	0.4010441936
974	0.4010133414
975	0.4009740445
976	0.4009344065
977	0.4009001135
978	0.400861127
979	0.4008513511
980	0.4008133734
981	0.4007749944
982	0.400732661
983	0.4006954689
984	0.4006585719
985	0.4006237426
986	0.4005749558
987	0.4005737867
988	0.40054627
989	0.4004960953
990	0.4004639681
991	0.400430085
992	0.4003898862
993	0.4003630843
994	0.4003256316
995	0.4003233167
996	0.4002744376
997	0.40021972
998	0.4001838792
999	0.4001405892
